NOME,CATEGORIA,GRUPO,ESFERA,CRIAÇÃO,ATO LEGAL,ULTIMA ATUALIZAÇÃO,CODUC,ÓRGÃO GESTOR
ÁREA DE PROTEÇÃO AMBIENTAL SANTA FÉ,Área de Proteção Ambiental,US,municipal,"2012",Decreto nº 4600 de 15/02/2012,17/09/2018,0600.33.3746,Secretaria Municipal de Meio Ambiente e Agricultura de Três Rios - RJ
ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL,Área de Proteção Ambiental,US,estadual,"1997",Decreto nº 37.346 de 14/04/1997,27/04/2011,0000.43.1996,Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS
ÁREA DE PROTEçãO AMBIENTAL SERRA DO TIMóTEO,Área de Proteção Ambiental,US,municipal,"2003",Lei ordinária nº 2451 de 04/06/2003,17/01/2013,6870.31.2806,Prefeitura Municipal de Timóteo - MG
ÁREA DE PROTEÇÃO AMBIENTAL URUANA DE MINAS,Área de Proteção Ambiental,US,municipal,"2018",Decreto nº 307 de 03/01/2018,26/07/2018,7047.31.3706, Prefeitura Municipal de Uruana de Minas - MG
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABURÉ,Reserva Particular do Patrimônio Natural,US,federal,"2016",Portaria nº 23 de 29/03/2016,09/05/2018,0000.00.3682,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAçãO ECOLóGICA DO NOROESTE PAULISTA,Estação Ecológica,PI,estadual,"1993",Lei ordinária nº 8316 de 05/06/1993,12/07/2012,0000.35.2672,"Instituto de Biociências, Letras e Ciências Exatas da UNESP - Câmpus São José do Rio Preto"
ESTAÇÃO ECOLÓGICA DE ITIRAPINA,Estação Ecológica,PI,estadual,"1984",Decreto nº 22.335 de 08/06/1984,11/10/2017,0000.35.2701,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
FLORESTA ESTADUAL SUCUNDURI,Floresta,US,estadual,"2005",Decreto nº 24808 de 20/01/2005,05/02/2016,0000.13.1001,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE ESTADUAL DAS TRILHAS DOS CINCO RIOS,Parque,PI,estadual,"2014",Decreto nº Decreto n° 35.325 de 17/09/2014,17/09/2014,0000.25.3125,Superintendência de Administração do Meio Ambiente da Paraíba
RESERVA BIOLÓGICA DO CÓRREGO GRANDE,Reserva Biológica,PI,federal,"1989",Decreto nº 97657 de 12/04/1989,28/09/2007,0000.00.0205,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL PONTA DA TULHA,Parque,PI,estadual,"2015",Decreto nº 16487 de 23/12/2015,05/01/2016,0000.29.3248,Secretaria do Meio Ambiente da Bahia
FLORESTA ESTADUAL MAÚES,Floresta,US,estadual,"2003",Decreto nº 23540 de 21/07/2003,05/02/2016,0000.13.1003,Secretaria de Estado do Meio Ambiente do Amazonas
PARQUE NATURAL MUNICIPAL DO CURIó,Parque,PI,municipal,"2002",Decreto nº 1001 de 02/02/2002,26/04/2011,0360.33.1991,Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Paracambi - RJ
PARQUE NATURAL MUNICIPAL DUJARDES CALDEIRA,Parque,PI,municipal,"2017",Lei ordinária nº 3.118 de 19/10/2017,28/05/2018,7040.31.3631,Secretaria Municipal do Meio Ambiente e Desenvolvimento Sustentável de Unaí - MG
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA,Reserva Particular do Patrimônio Natural,US,estadual,"2018",Resolução nº RESOLUÇÃO SMA N° 10 de 31/01/2018,14/08/2018,0000.35.3646,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA,Área de Proteção Ambiental,US,estadual,"1990",Lei ordinária nº 5.621 de 06/12/1990,19/02/2016,0000.15.1024,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará
RESERVA PARTICULAR DO PATRIMôNIO NATURAL MICO LEãO DOURADO,Reserva Particular do Patrimônio Natural,US,federal,"2011",Portaria nº 26 de 17/05/2011,01/08/2014,0000.00.2707,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PáSSAROS,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 465 de 18/06/2013,25/07/2014,0000.33.3056,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE NACIONAL DA SERRA DA CANASTRA,Parque,PI,federal,"1972",Decreto nº 70.355 de 03/04/1972,29/11/2007,0000.00.0144,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO BONITO DE LUMIAR,Reserva Particular do Patrimônio Natural,US,estadual,"2017",Portaria nº 741 de 16/11/2017,26/03/2018,0000.33.3641,Instituto Estadual do Ambiente do Rio de Janeiro
FLORESTA NACIONAL DE MACAUÃ,Floresta,US,federal,"1988",Decreto nº 96189 de 21/06/1988,26/09/2007,0000.00.0120,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 25 de 07/05/2008,26/08/2011,0000.00.2091,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA CHAÚAS,Estação Ecológica,PI,estadual,"1978",Decreto nº 12.327 de 27/09/1978,29/09/2017,0000.35.0817,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA EXTRATIVISTA LAGO DO CUNIÃ,Reserva Extrativista,US,federal,"1999",Decreto nº 3238 de 11/11/1999,24/04/2008,0000.00.0233,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,Parque,PI,federal,"1961",Decreto nº 49875 de 11/01/1961,29/06/2017,0000.00.0139,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA,Área de Relevante Interesse Ecológico,US,municipal,"1998",Lei complementar nº 001/98 de 22/05/1998,18/03/2009,0930.25.1727,Prefeitura de Mataraca - PB
ESTAçãO ECOLóGICA DO PAU BRASIL,Estação Ecológica,PI,estadual,"2002",Decreto nº 22881 de 26/03/2002,09/01/2014,0000.25.2331,Superintendência de Administração do Meio Ambiente da Paraíba
MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLíVIA,Monumento Natural,PI,municipal,"2012",Decreto nº 468 de 29/03/2012,06/05/2013,0015.33.2823,Secretaria Municipal do Ambiente de Aperibé - RJ
ÀREA DE PROTEÇÃO AMBIENTAL RETIRO,Área de Proteção Ambiental,US,municipal,"2004",Lei complementar nº 3593 de 09/07/2004,05/09/2018,0350.33.1873,"Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ"
PARQUE ESTADUAL DO JALAPãO,Parque,PI,estadual,"2001",Lei ordinária nº 1.203 de 12/01/2001,13/07/2007,0000.17.1486,Instituto Natureza do Tocantins
AREA DE PROTECAO AMBIENTAL CORREGO DA MATA,Área de Proteção Ambiental,US,municipal,"2002",Lei complementar nº 1.172/2002 de 11/09/2002,22/09/2014,5800.31.3026,Prefeitura Municipal de Santa Maria do Itabira - MG
PARQUE ESTADUAL DO CANTãO,Parque,PI,estadual,"1998",Lei ordinária nº 996 de 15/07/1998,11/03/2016,0000.17.1487,Instituto Natureza do Tocantins
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NÃO ME DEIXES,Reserva Particular do Patrimônio Natural,US,federal,"1999",Portaria nº 37-N de 19/04/1999,26/08/2011,0000.00.1381,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE RIBEIRÃO PRETO,Estação Ecológica,PI,estadual,"1982",Decreto nº 20073 de 07/12/1982,15/07/2016,0000.35.0812,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
PARQUE ESTADUAL DE PARACATU,Parque,PI,estadual,"2011",Decreto nº 45567 de 22/03/2011,16/09/2014,0000.31.2329,Instituto Estadual de Florestas de Minas Gerais
FLORESTA ESTADUAL PEDERNEIRAS,Floresta,US,estadual,"2002",Decreto nº 47099 de 19/09/2002,11/10/2017,0000.35.2618,Instituto Florestal da Secretaria do Meio Ambiente do Estado de São Paulo - SP
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUAS PEDRAS,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 161 de 08/09/2010,11/10/2011,0000.33.2288,Instituto Estadual do Ambiente do Rio de Janeiro
RPPN VALE VERDEJANTE,Reserva Particular do Patrimônio Natural,US,estadual,"2014",Resolução nº 77 de 01/10/2014,23/06/2016,0000.35.3419,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DAS NASCENTES,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 9 de 28/01/2010,26/08/2011,0000.00.2154,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL II,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 87 de 21/11/2008,26/08/2011,0000.00.2197,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NENÉM BARROS,Reserva Particular do Patrimônio Natural,US,federal,"2012",Decreto nº 8 de 25/01/2012,09/05/2018,0000.00.2659,Instituto Chico Mendes de Conservação da Biodiversidade
MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE,Monumento Natural,PI,municipal,"2009",Lei ordinária nº 1.141/2009 de 26/10/2009,15/06/2010,0605.43.1860,Secretaria Municipal de Desenvolvimento Rural e Meio Ambiente de Cristal - RS
PARQUE ESTADUAL MÃE BONIFÁCIA,Parque,PI,estadual,"2000",Decreto nº 1.470 de 09/06/2000,12/01/2012,0000.51.0464,Secretaria de Estado do Meio Ambiente de Mato Grosso
ÁREA DE PROTEÇÃO AMBIENTAL SERRA GERAL DE GOIÁS,Área de Proteção Ambiental,US,estadual,"1996",Decreto nº 4.666 de 22/04/1996,06/08/2009,0000.52.1748,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA,Parque,PI,federal,"1988",Decreto nº 96693 de 14/10/1988,29/11/2007,0000.00.0186,Instituto Chico Mendes de Conservação da Biodiversidade
REFúGIO DE VIDA SILVESTRE MATA DO URUCU,Refúgio de Vida Silvestre,PI,estadual,"1987",Lei ordinária nº 9.989 de 13/01/1987,10/09/2011,0000.26.2250,Agência Estadual do Meio Ambiente de Pernambuco
ESTAÇÃO ECOLÓGICA DE ACAUÃ,Estação Ecológica,PI,estadual,"1974",Decreto nº 16580 de 24/09/1974,29/08/2012,0000.31.1756,Instituto Estadual de Florestas de Minas Gerais
APA DO BAIRRO DA FREGUESIA,Área de Proteção Ambiental,US,municipal,"1992",Decreto nº 11830 de 14/12/1992,15/03/2011,0455.33.1784,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSOS,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 20 de 15/08/2011,04/11/2013,0000.32.2914,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA,Área de Proteção Ambiental,US,estadual,"2000",Decreto nº 9.937 de 06/06/2000,28/08/2018,0000.50.1579,Instituto de Meio Ambiente do Mato Grosso do Sul
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAHY,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 02 de 19/01/2010,26/08/2011,0000.00.2077,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS,Reserva Extrativista,US,federal,"1992",Decreto nº 535 de 21/05/1992,25/09/2007,0000.00.0240,Instituto Chico Mendes de Conservação da Biodiversidade
APA PIRACICABA JUQUERí-MIRIM AREA II,Área de Proteção Ambiental,US,estadual,"1991",Lei ordinária nº 7438 de 16/07/1991,13/07/2016,0000.35.1708,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CLARA,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 419 de 08/03/2013,27/08/2013,0000.33.2898,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PICADA,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Portaria nº 464 de 18/06/2013,11/03/2014,0000.33.2999,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRUMADINHO,Reserva Particular do Patrimônio Natural,US,federal,"2014",Portaria nº 19 de 28/02/2014,01/08/2014,0000.00.3072,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE DOM BOSCO,Área de Relevante Interesse Ecológico,US,estadual,"2000",Decreto nº 21224 de 29/05/2000,18/08/2017,0000.53.1648,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,Área de Proteção Ambiental,US,estadual,"1990",Decreto nº 20.956 de 20/09/1990,15/02/2016,0000.23.0946,Secretaria do Meio Ambiente do Ceará
PARQUE NATURAL MUNICIPAL DA PRAINHA,Parque,PI,municipal,"1999",Decreto nº 17426 de 26/03/1999,26/12/2016,0455.33.1803,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
FLORESTA NACIONAL DE SILVÂNIA,Floresta,US,federal,"1949",Lei ordinária nº 612 de 14/01/1949,24/09/2007,0000.00.0110,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE CORIXÃO DA MATA AZUL,Refúgio de Vida Silvestre,PI,estadual,"2001",Lei ordinária nº 7.519 de 28/09/2001,07/06/2010,0000.51.0475,Secretaria de Estado do Meio Ambiente de Mato Grosso
APA DE CAFURINGA,Área de Proteção Ambiental,US,estadual,"1988",Decreto nº 11.123 de 13/06/1988,18/08/2017,0000.53.1640,Instituto do Meio Ambiente e dos Recursos Hídricos do Distrito Federal - Brasília Ambiental - DF
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PEUGEOT-ONF-BRASIL,Reserva Particular do Patrimônio Natural,US,estadual,"2010",Portaria nº 074 de 14/06/2010,29/04/2011,0000.51.1923,Secretaria de Estado do Meio Ambiente de Mato Grosso
RESERVA BIOLÓGICA DO ABUFARI,Reserva Biológica,PI,federal,"1982",Decreto nº 87585 de 20/09/1982,01/02/2016,0000.00.0194,Instituto Chico Mendes de Conservação da Biodiversidade
AREA DE PROTEÇÃO AMBIENTAL MIRACEMA,Área de Proteção Ambiental,US,municipal,"2010",Decreto nº 0261 de 15/12/2010,24/05/2018,0300.33.1944,Secretaria Municipal de Meio Ambiente de Miracema - RJ
PARQUE NATURAL MUNICIPAL ESTORIL - VIRGíLIO SIMIONATO,Parque,PI,municipal,"2013",Decreto nº 18684/2013 de 14/11/2013,17/01/2014,4870.35.2955,Prefeitura Municipal de São Bernardo do Campo - Secretaria de Gestão Ambiental / SP
RPPN SITIO MANACA,Reserva Particular do Patrimônio Natural,US,estadual,"2012",Resolução nº Resolução SMA-95 de 15/12/2012,30/07/2013,0000.35.2875,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ,Área de Proteção Ambiental,US,estadual,"1997",Lei ordinária nº 5907 de 17/03/1997,30/09/2010,0000.27.0923,Instituto do Meio Ambiente de Alagoas
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DONA BENTA E SEU CABOCLO,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 71 de 31/08/2010,26/08/2011,0000.00.2097,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ROGÉRIO MARINHO,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 67 de 10/09/2008,26/08/2011,0000.00.2203,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA FÉ,Reserva Particular do Patrimônio Natural,US,estadual,"2016",Portaria nº 005-R de 10/06/2016,11/11/2016,0000.32.3456,Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo
ESTAÇÃO ECOLÓGICA DA GUANABARA,Estação Ecológica,PI,federal,"2006",Decreto nº s/n de 15/02/2006,27/09/2007,0000.00.0263,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE NATURAL MUNICIPAL DE BRIGADEIRO TOBIAS,Parque,PI,municipal,"2015",Decreto nº 21618 de 09/01/2015,05/04/2016,5220.35.3164,"Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP"
PARQUE ESTADUAL DO DESCOBERTO,Parque,PI,estadual,"2005",Decreto nº 6.188 de 07/07/2005,05/08/2009,0000.52.1746,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
PARQUE NATURAL MUNICIPAL MORRO DO BAÚ,Parque,PI,municipal,"2015",Decreto nº 051/2015 de 09/01/2015,05/05/2016,0710.42.3398,Assessoria de Planejamento da Prefeitura Municipal de Ilhota - SC
RPPN RESERVA DO JACU,Reserva Particular do Patrimônio Natural,US,estadual,"2013",Resolução nº 44 de 07/06/2013,23/06/2016,0000.35.3423,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSAREDO,Reserva Particular do Patrimônio Natural,US,federal,"2012",Portaria nº 10 de 06/02/2012,01/08/2014,0000.00.2665,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO PRATA,Reserva Particular do Patrimônio Natural,US,estadual,"1999",Deliberação nº 001 de 27/04/1999,24/10/2012,0000.50.2761,Instituto de Meio Ambiente do Mato Grosso do Sul
PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE,Parque,PI,municipal,"2011",Decreto nº 19424 de 19/08/2011,03/09/2015,5220.35.2750,"Secretaria do Meio Ambiente, Parques e Jardins - Prefeitura de Sorocaba - SP"
FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO,Floresta,US,estadual,"1996",Decreto nº 7606 de 11/10/1996,13/06/2011,0000.11.0778,Secretaria de Estado do Desenvolvimento Ambiental de Rondônia
RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ,Reserva Biológica,PI,estadual,"1983",Decreto nº 10.635 de 01/07/1983,29/03/2010,0000.42.0781,Fundação de Meio Ambiente de Santa Catarina
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ARAPONGAS - RESGATE II,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 36 de 01/04/2010,26/08/2011,0000.00.2227,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA,Área de Proteção Ambiental,US,municipal,"1997",Decreto nº 8055 de 04/04/1997,20/11/2013,0910.42.2923,Secretaria do Meio Ambiente de Joinville - SC
ÁREA DE PROTEçãO AMBIENTAL DO ARQUIPéLAGO DE SãO PEDRO E SãO PAULO,Área de Proteção Ambiental,US,federal,"2018",Decreto nº 9313 de 20/03/2018,11/04/2018,0000.00.3643,Instituto Chico Mendes de Conservação da Biodiversidade
AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU,Área de Proteção Ambiental,US,estadual,"2007",Decreto nº 40.670 de 28/02/2007,01/08/2012,0000.33.1512,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1,Reserva Particular do Patrimônio Natural,US,federal,"2009",Portaria nº 14 de 19/03/2009,26/08/2011,0000.00.2088,Instituto Chico Mendes de Conservação da Biodiversidade
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO,Refúgio de Vida Silvestre,PI,federal,"2002",Decreto nº S/N de 16/12/2002,30/11/2007,0000.00.0219,Instituto Chico Mendes de Conservação da Biodiversidade
REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS,Refúgio de Vida Silvestre,PI,estadual,"2013",Decreto nº 46316 de 24/09/2013,25/06/2014,0000.31.3038,Instituto Estadual de Florestas de Minas Gerais
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DA LUZ,Reserva Particular do Patrimônio Natural,US,estadual,"2011",Portaria nº 197 de 15/02/2011,11/10/2011,0000.33.2293,Instituto Estadual do Ambiente do Rio de Janeiro
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL,Reserva Biológica,PI,estadual,"1981",Decreto nº 4972 de 03/12/1981,07/07/2014,0000.33.0728,Instituto Estadual do Ambiente do Rio de Janeiro
ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,Área de Proteção Ambiental,US,federal,"1996",Decreto nº S/N de 29/08/1996,27/04/2011,0000.00.0019,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA,Área de Proteção Ambiental,US,estadual,"1997",Decreto nº 6.546 de 19/07/1997,18/05/2017,0000.29.0329,Secretaria do Meio Ambiente da Bahia
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACUBA VELHA,Reserva Particular do Patrimônio Natural,US,federal,"2008",Portaria nº 71 de 10/09/2008,26/08/2011,0000.00.2124,Instituto Chico Mendes de Conservação da Biodiversidade
ESTAÇÃO ECOLÓGICA DE TAIAMÃ,Estação Ecológica,PI,federal,"1981",Decreto nº 86061 de 04/06/1981,31/05/2011,0000.00.0062,Instituto Chico Mendes de Conservação da Biodiversidade
ARIE DE SãO CONRADO,Área de Relevante Interesse Ecológico,US,municipal,"2003",Lei ordinária nº 3693 de 05/12/2003,17/11/2010,0455.33.1826,Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ
PARQUE NACIONAL DO MONTE PASCOAL,Parque,PI,federal,"1961",Decreto nº 242 de 29/11/1961,28/09/2007,0000.00.0182,Instituto Chico Mendes de Conservação da Biodiversidade
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RINCÃO DAS FLORES,Reserva Particular do Patrimônio Natural,US,federal,"2010",Portaria nº 52 de 13/07/2010,26/08/2011,0000.00.2195,Instituto Chico Mendes de Conservação da Biodiversidade
FLORESTA NACIONAL DO IQUIRI,Floresta,US,federal,"2008",Decreto nº SN de 09/05/2008,21/05/2008,0000.00.1612,Instituto Chico Mendes de Conservação da Biodiversidade
PARQUE ESTADUAL DOS PIRINEUS,Parque,PI,estadual,"1987",Lei ordinária nº 10.321 de 01/12/1987,05/08/2009,0000.52.1739,Secretaria Estadual do Meio Ambiente e dos Recursos Hídricos de Goiás
RESERVA PARTICULAR DO PATRIMôNIO NATURAL CHALé CLUB DO ALAMBARY,Reserva Particular do Patrimônio Natural,US,estadual,"2012",Portaria nº 321 de 19/04/2012,07/08/2012,0000.33.2725,Instituto Estadual do Ambiente do Rio de Janeiro
PARQUE ESTADUAL DO PENHASCO VERDE,Parque,PI,estadual,"1991",Decreto nº 457 de 05/06/1991,17/03/2016,0000.41.0525,Instituto Ambiental do Paraná
ÁREA DE PROTEÇÃO AMBIENTAL DO PEQUENO,Área de Proteção Ambiental,US,estadual,"1996",Decreto nº 1.752 de 06/05/1996,18/03/2016,0000.41.0658,Instituto Ambiental do Paraná
RESERVA BIOLÓGICA DO PARQUE EQUITATIVA,Reserva Biológica,PI,municipal,"2009",Decreto nº 5738 de 09/12/2009,01/02/2016,0170.33.3230,"Secretaria Municipal de Meio Ambiente, Agricultura e Abastecimento de Duque de Caxias - RJ"
RPPN PAPAGAIO DE PEITO ROXO,Reserva Particular do Patrimônio Natural,US,federal,"2017",Portaria nº 637 de 03/08/2017,09/05/2018,0000.00.3679,Instituto Chico Mendes de Conservação da Biodiversidade
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,Área de Relevante Interesse Ecológico,US,estadual,"2001",Decreto nº 7.968 de 06/06/2001,19/07/2012,0000.29.0298,Secretaria do Meio Ambiente da Bahia
ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO DESIDÉRIO,Área de Proteção Ambiental,US,estadual,"2006",Decreto nº 10.020 de 06/06/2006,23/07/2012,0000.29.1017,Secretaria do Meio Ambiente da Bahia
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,Parque,PI,federal,"2013",Lei ordinária nº 12829 de 21/06/2013,11/07/2013,0000.00.2874,Instituto Chico Mendes de Conservação da Biodiversidade
RPPN BOTUJURU-SERRA DO ITAPETY,Reserva Particular do Patrimônio Natural,US,estadual,"2014",Resolução nº 78 de 01/10/2014,24/06/2016,0000.35.3387,Fundação para Conservação e a Produção Florestal do Estado de São Paulo
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FLORESTA DO PENGÁ,Reserva Particular do Patrimônio Natural,US,estadual,"2007",Portaria nº 196 de 21/12/2007,17/11/2017,0000.31.2440,Instituto Estadual de Florestas de Minas Gerais
ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS,Área de Proteção Ambiental,US,estadual,"1999",Lei ordinária nº 1.098 de 25/10/1999,27/07/2007,0000.17.1497,Instituto Natureza do Tocantins
PARQUE ESTADUAL RIO CORRENTE,Parque,PI,estadual,"1998",Decreto nº 40168 de 18/12/1998,22/10/2012,0000.31.0409,Instituto Estadual de Florestas de Minas Gerais
