NOMEUC,CODUC,PROCESSO,EMPREENDIMENTO,EMPREENDEDOR,DESTINACAO,APLICACAO,ACAODEST,ACAOAPL,REUNIAO,TIPO,ANO
PARQUE ESTADUAL DA FONTE GRANDE,0530.32.2644,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"114291","0",Indefinido,,"60",O,"2017"
ESTAçãO ECOLóGICA MUNICIPAL ILHA DO LAMEIRãO,0530.32.2647,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"114291","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL PEDRA DOS OLHOS,0530.32.2648,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"114291","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL VALE DO MULEMBá,0530.32.2649,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"114291","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DOM LUIZ GONZAGA FERNANDES,0530.32.2651,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"114291","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DE JACARENEMA,0520.32.2778,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"571456","0",Indefinido,,"60",O,"2017"
MONUMENTO NATURAL MUNICIPAL FALéSIAS DE MARATAíZES,0332.32.2879,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"571456","0",Indefinido,,"60",O,"2017"
PARQUE NATURAL MUNICIPAL DOS PURIS,0420.32.2908,02001.000832/2016-17,Compensação ambiental da Área Geográfica do Espírito Santo - AGES,PETROBRAS,"571456","0",Indefinido,,"60",O,"2017"
PARQUE NACIONAL DA CHAPADA DIAMANTINA,0000.00.0137,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","893643","0",Aquisição,,"61",O,"2017"
PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,0000.00.0139,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","6500000","0",Regularização,,"61",O,"2017"
PARQUE NACIONAL DA SERRA DA CANASTRA,0000.00.0144,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","3023000","0",Aquisição,,"61",O,"2017"
PARQUE NACIONAL DA SERRA DA CAPIVARA,0000.00.0145,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","336900","0",Manejo,,"61",O,"2017"
PARQUE NACIONAL SERRA DAS CONFUSÕES,0000.00.0146,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Aquisição,,"61",O,"2017"
PARQUE NACIONAL DE BRASÍLIA,0000.00.0159,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","1500000","0",Aquisição,,"61",O,"2017"
PARQUE NACIONAL DO ARAGUAIA,0000.00.0168,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Aquisição,,"61",O,"2017"
PARQUE NACIONAL GRANDE SERTÃO VEREDAS,0000.00.0183,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","5000000","0",Regularização,,"61",O,"2017"
RESERVA BIOLÓGICA DE UNA,0000.00.0202,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Regularização,,"61",O,"2017"
PARQUE NACIONAL DOS CAMPOS GERAIS,0000.00.0277,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","4000000","0",Regularização,,"61",O,"2017"
REFÚGIO DE VIDA SILVESTRE DOS CAMPOS DE PALMAS,0000.00.0278,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","4513100","0",Regularização,,"61",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,0000.29.0312,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","1000000","0",Indefinido,,"61",O,"2017"
PARQUE ESTADUAL VEREDAS DO PERUAÇU,0000.31.0401,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Aquisição,,"61",O,"2017"
ESTAÇÃO ECOLÓGICA DE PAULO DE FARIA,0000.35.0807,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,0000.52.0899,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL,0000.17.1494,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","2500000","0",Indefinido,,"61",O,"2017"
PARQUE ESTADUAL DOS PIRINEUS,0000.52.1739,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
PARQUE ESTADUAL DE PARAÚNA,0000.52.1743,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
PARQUE ESTADUAL DA SERRA DOURADA,0000.52.1745,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA JIBÓIA,0000.52.1751,02001.001440/2017-56,Alteração de traçado do Pátio Santa Helena no lote 3S (km 281+500 ao km 284+100) da Extensão Sul da Ferrovia Norte Sul,"VALEC - Engenharia, Construções e Ferrovias S.A.","500000","0",Indefinido,,"61",O,"2017"
PARQUE NACIONAL DE BOA NOVA,0000.00.1908,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","3000000","0",Regularização,,"61",O,"2017"
PARQUE MUNICIPAL NATURAL DA BOA ESPERANçA,1360.29.2321,02001.003137/2015-26,ERROVIA DE INTEGRAÇÃO OESTE LESTE DA BAHIA (EF-334),"VALEC - Engenharia, Construções e Ferrovias S.A.","848411","0",Manejo,,"61",O,"2017"
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,0000.00.0058,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"500000","0",Aquisição,,"62",O,"2017"
ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,0000.00.0072,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"500000","0",Aquisição,,"62",O,"2017"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"500000","0",Aquisição,,"62",O,"2017"
RESERVA BIOLÓGICA DO JARU,0000.00.0208,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"18633502","0",Regularização,,"62",O,"2017"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"18555837","0",Regularização,,"62",O,"2017"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"8000000","0",Aquisição,,"62",O,"2017"
RESERVA BIOLÓGICA ESTADUAL DA PRAIA DO SUL,0000.33.0728,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA SERRA DO MAR,0000.35.0798,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
ESTAÇÃO ECOLÓGICA CHAÚAS,0000.35.0817,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS,0000.35.0834,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA ILHA DO CARDOSO,0000.35.0841,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA CAMPINA DO ENCANTADO,0000.35.0854,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DE ILHABELA,0000.35.0855,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA ILHA ANCHIETA,0000.35.0856,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS,0000.35.0862,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA SERRA DA TIRIRICA,0000.33.1476,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DO DESENGANO,0000.33.1479,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA,0000.33.1481,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA,0000.33.1482,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL CUNHAMBEBE,0000.33.1620,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DO ITINGUÇU,0000.35.1677,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL LAGAMAR DE CANANEIA,0000.35.1678,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DO PRELADO,0000.35.1679,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA,0000.35.1681,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL RESTINGA DE BERTIOGA,0000.35.1964,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DO RIO TURVO,0000.35.1969,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"366667","0",Indefinido,,"62",O,"2017"
PARQUE NACIONAL DA FURNA FEIA,0000.00.2633,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"1000000","0",Manejo,,"62",O,"2017"
PARQUE ESTADUAL DA LAGOA DO AÇU,0000.33.2721,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DA COSTA DO SOL,0000.33.2732,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
PARQUE ESTADUAL DO MENDANHA,0000.33.2904,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"611111","0",Indefinido,,"62",O,"2017"
REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES,0000.00.3432,02001.104388/2017-99,FPSO P-66 - DP de Lula Sul - Etapa 2 do Pré-Sal,PETROBRAS,"2000000","0",Manejo,,"62",O,"2017"
ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS,0000.21.1888,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"0","800000",,Manejo,"63",O,"2017"
PARQUE ESTADUAL DO BACANGA,0000.21.1882,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"0","600000",,Regularização,"63",O,"2017"
PARQUE ESTADUAL DO BACANGA,0000.21.1882,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"0","300000",,Manejo,"63",O,"2017"
ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã,0000.21.1893,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"0","300000",,Manejo,"63",O,"2017"
PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS,5180.31.2786,02070.000533/2008-59,LT 500KV RIBEIRAO PRETO-ESTREITO-JAGUARA 500KV RIBEIRAO PRETO-POCOS DE CALDAS E SUBEST,POÇOS DE CALDAS TRANSMISSORA DE ENERGIA S.A.,"0","100000",,Manejo,"63",O,"2017"
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,0000.00.0058,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"300000","0",Aquisição,,"63",O,"2017"
PARQUE NACIONAL DA SERRA DA CAPIVARA,0000.00.0145,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"240000","0",Aquisição,,"63",O,"2017"
PARQUE NACIONAL DO CABO ORANGE,0000.00.0169,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"300000","0",Aquisição,,"63",O,"2017"
PARQUE NACIONAL DOS LENÇOIS MARANHENSES,0000.00.0180,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"2500000","0",Regularização,,"63",O,"2017"
RESERVA BIOLÓGICA DO GURUPI,0000.00.0207,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"4000000","0",Pesquisa,,"63",O,"2017"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.106402/2017-99, Porto Itapoá,ITAPOÁ TERMINAIS PORTUÁRIOS SA,"2667025","0",Regularização,,"63",O,"2017"
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS,0000.00.1322,02001.003596/2016-91,UTE Porto de Itaqui,ITAQUI GERAÇÃO DE ENERGIA S.A.,"10000","0",Aquisição,,"63",O,"2017"
PARQUE NATURAL MUNICIPAL CARIJóS,0845.42.2049,02001.106402/2017-99, Porto Itapoá,ITAPOÁ TERMINAIS PORTUÁRIOS SA,"300000","0",Manejo,,"63",O,"2017"
PARQUE ESTADUAL DE ITAÚNAS,0000.32.0331,02001.000268/2016-32,ATIVID PERFURAÇÃO B.CAMPOS AGBC,PETROBRAS,"0","4009176",,Aquisição,"64",O,"2017"
PARQUE ESTADUAL PAULO CÉSAR VINHA,0000.32.0332,02001.000268/2016-32,ATIVID PERFURAÇÃO B.CAMPOS AGBC,PETROBRAS,"0","4009176",,Aquisição,"64",O,"2017"
APA PIRACICABA JUQUERI MIRIM ÁREA I,0000.35.1974,02001.004364/2004-16,GASODUTO CAMPINAS - RIO,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","800000",,Manejo,"64",O,"2017"
APA SISTEMA CANTAREIRA,0000.35.1718,02001.004364/2004-16,GASODUTO CAMPINAS - RIO,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","666667",,Manejo,"64",O,"2017"
APA SILVEIRAS,0000.35.1717,02001.004364/2004-16,GASODUTO CAMPINAS - RIO,NOVA TRANSPORTADORA DO SUDESTE S/A - NTS,"0","533333",,Manejo,"64",O,"2017"
PARQUE ESTADUAL DE ITAÚNAS,0000.32.0331,02001.008132/2011-66,SISTEMA DE PROD. E ESCOAMENTO DE OLEO E GAS - C. MARLIM LESTE - B. DE CAMPOS - PLATAFORMA FPU P-53,PETROBRAS,"0","473200",,Aquisição,"64",O,"2017"
PARQUE ESTADUAL PAULO CÉSAR VINHA,0000.32.0332,02001.008132/2011-66,SISTEMA DE PROD. E ESCOAMENTO DE OLEO E GAS - C. MARLIM LESTE - B. DE CAMPOS - PLATAFORMA FPU P-53,PETROBRAS,"0","473200",,Aquisição,"64",O,"2017"
REFúGIO DE VIDA SILVESTRE MATA DO BURAQUINHO,0000.25.3124,02001.004281/2005-16,PROJETO DE ADEQUACAO DA CAPACIDADE DA RODOVIA BR - 101 TRECHO ENTRE NATAL/RN E PALMARES/PE,DNIT,"0","450000",,Manejo,"64",O,"2017"
PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS,0060.32.1565,02001.000268/2016-32,ATIVID PERFURAÇÃO B.CAMPOS AGBC,PETROBRAS,"0","300000",,Manejo,"64",O,"2017"
PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA,0060.32.1566,02001.000268/2016-32,ATIVID PERFURAÇÃO B.CAMPOS AGBC,PETROBRAS,"0","300000",,Aquisição,"64",O,"2017"
PARQUE ESTADUAL MATA DO XEM-XÉM,0000.25.0488,02001.004281/2005-16,PROJETO DE ADEQUACAO DA CAPACIDADE DA RODOVIA BR - 101 TRECHO ENTRE NATAL/RN E PALMARES/PE,DNIT,"0","50000",,Aquisição,"64",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA,0240.33.2028,02001.005987/2014-88,GASODUTO ROTA CABIÚNAS,PETROBRAS,"0","50000",,Manejo,"64",O,"2017"
ESTAÇÃO ECOLÓGICA DE MARACÁ JIPIOCA,0000.00.0058,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"500000","0",Aquisição,,"64",O,"2017"
ESTAÇÃO ECOLÓGICA DE TAMOIOS,0000.00.0063,02001.105055/2017-87,Teste de Longa Duração de Libra - FPSO Pioneiro de Libra,PETROBRAS,"2500000","0",Aquisição,,"64",O,"2017"
PARQUE NACIONAL DA LAGOA DO PEIXE,0000.00.0140,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NACIONAL RESTINGA DE JURUBATIBA,0000.00.0141,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NACIONAL DA TIJUCA,0000.00.0154,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NACIONAL DE JERICOACOARA,0000.00.0162,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NACIONAL DE SAINT-HILAIRE/LANGE,0000.00.0164,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NACIONAL DO MONTE PASCOAL,0000.00.0182,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1000000","0",Aquisição,,"64",O,"2017"
PARQUE NACIONAL DO ITATIAIA,0000.00.0184,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1000000","0",Indefinido,,"64",O,"2017"
PARQUE NACIONAL MARINHO DOS ABROLHOS,0000.00.0185,02001.105055/2017-87,Teste de Longa Duração de Libra - FPSO Pioneiro de Libra,PETROBRAS,"2500000","0",Aquisição,,"64",O,"2017"
PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,0000.00.0187,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1000000","0",Aquisição,,"64",O,"2017"
RESERVA BIOLÓGICA DE COMBOIOS,0000.00.0195,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA GUARIBAS,0000.00.0196,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"500000","0",Aquisição,,"64",O,"2017"
RESERVA BIOLÓGICA DE SALTINHO,0000.00.0198,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA DE SANTA ISABEL,0000.00.0199,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA DE SOORETAMA,0000.00.0201,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"500000","0",Aquisição,,"64",O,"2017"
RESERVA BIOLÓGICA DO CÓRREGO GRANDE,0000.00.0205,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA DO TINGUÁ,0000.00.0212,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,0000.00.0215,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1200000","0",Manejo,,"64",O,"2017"
RESERVA BIOLÓGICA DE POÇO DAS ANTAS,0000.00.0215,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1387994","0",Regularização,,"64",O,"2017"
RESERVA BIOLÓGICA UNIÃO,0000.00.0217,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,0000.33.0729,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"300000","0",Indefinido,,"64",O,"2017"
PARQUE ESTADUAL DA SERRA DA CONCÓRDIA,0000.33.1480,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"1000000","0",Indefinido,,"64",O,"2017"
PARQUE NATURAL MUNICIPAL DE PETRóPOLIS,0390.33.1516,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Indefinido,,"64",O,"2017"
PARQUE NATURAL MUNICIPAL MORADA DOS CORRêAS,0430.33.1623,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"150000","0",Indefinido,,"64",O,"2017"
PARQUE NATURAL MUNICIPAL VERDE VALE,0430.33.1624,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"150000","0",Indefinido,,"64",O,"2017"
REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES,0000.00.1813,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Pesquisa,,"64",O,"2017"
PARQUE NATURAL MUNICIPAL MONTANHAS DE TERESóPOLIS,0580.33.1895,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Indefinido,,"64",O,"2017"
REFUGIO DE VIDA SILVESTRE DA VENTANIA,0300.33.1945,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Indefinido,,"64",O,"2017"
MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLéGIO,0080.33.2012,02001.002633/2014-81,GASODUTO ROTA 3 (trecho profundo),PETROBRAS,"200000","0",Indefinido,,"64",O,"2017"
PARQUE NATURAL MUNICIPAL DA GALHETA (FLORIANóPOLIS),0540.42.3159,02001.105055/2017-87,Teste de Longa Duração de Libra - FPSO Pioneiro de Libra,PETROBRAS,"275103","0",Indefinido,,"64",O,"2017"
